name	RS	TAX	
Mycobacterium phage Timshel	NC_041983	1032895	
Tsukamurella phage TIN2	NC_028865	1636545	
Tsukamurella phage TIN3	NC_028966	1636546	
Tsukamurella phage TIN4	NC_041962	1636547	
Rhodobacter phage RcSpartan	NC_041963	1662331	
Rhodobacter phage RcTitan	NC_029097	1662330	
Faecalibacterium phage FP_Toutatis	NC_047915	2070187	
Staphylococcus phage phiSauS-IPLA35	NC_011612	2914017	
Staphylococcus phage phi7401PVL	NC_020199	1165702	
Staphylococcus phage vB_SauS_JS02	NC_055040	2726708	
Staphylococcus phage LH1	NC_055041	1296641	
Staphylococcus phage P240	NC_055042	1920379	
Staphylococcus phage YMC/09/04/R1988	NC_022758	1399949	
Staphylococcus phage SA137ruMSSAST121PVL	NC_055043	2268608	
Staphylococcus phage SAP11	NC_055044	2588088	
Staphylococcus phage SMSAP5	NC_019513	1168612	
Staphylococcus phage phiSLT	NC_002661	2952367	
Staphylococcus phage StauST398-2	NC_021323	1277672	
Staphylococcus phage vB_SauS_fPfSau02	NC_055039	2510149	
Staphylococcus phage phiSa2wa_st121mssa	NC_055049	2060948	
Staphylococcus phage phiSa2wa_st1	NC_055045	2029064	
Staphylococcus phage phiSa2wa_st30	NC_055047	2060950	
Staphylococcus phage phiSa2wa_st5	NC_055046	2060951	
Staphylococcus phage phiSa2wa_st78	NC_055048	2060954	
Staphylococcus phage tp310-2	NC_009762	445516	
Staphylococcus phage phi 12	NC_004616	2905946	
Staphylococcus phage SH-St 15644	NC_055038	2066503	
Staphylococcus phage phi2958PVL	NC_011344	430796	
Staphylococcus phage vB_SauS_phi2	NC_028862	1674930	
Staphylococcus phage 3A	NC_007053	2952374	
Staphylococcus phage 42E	NC_007052	2908113	
Staphylococcus phage 47	NC_007054	2936812	
Mycobacterium phage 32HC	NC_023602	1445729	
Mycobacterium phage Rem711	NC_051725	2079285	
Rhodococcus phage Trina	NC_042040	2027905	
Gordonia phage Trine	NC_047991	2201431	
Arthrobacter phage TripleJ	NC_049470	2599838	
Mycobacterium phage Anselm	NC_054805	2041517	
Mycobacterium phage Benvolio	NC_054806	2591074	
Mycobacterium phage Bugsy	NC_054807	2656567	
Mycobacterium phage Centaur	NC_054808	2488784	
Mycobacterium phage EvilGenius	NC_031263	1821723	
Mycobacterium phage Fameo	NC_054809	2126943	
Mycobacterium phage Georgie2	NC_054810	2743928	
Mycobacterium phage Heffalump	NC_054811	1983575	
Mycobacterium phage JoshKayV	NC_054812	2024294	
Mycobacterium phage Larenn	NC_028877	1560285	
Mycobacterium phage Malec	NC_054813	2500574	
Mycobacterium phage Piro94	NC_028794	1527520	
Mycobacterium phage Turbido	NC_023707	1071504	
Mycobacterium phage Typha	NC_054393	2517971	
Salmonella phage SPN1S	NC_016761	1125653	
Salmonella phage epsilon15	NC_004775	215158	
Escherichia phage phiV10	NC_007804	343516	
Lactococcus phage PLgW-1	NC_055050	1983536	
Lactococcus phage BM13	NC_021861	1229751	
Lactococcus phage P1045	NC_049812	2662293	
Lactococcus phage Q33	NC_049809	254253	
Lactococcus phage 50902	NC_049810	1868848	
Lactococcus phage 62503	NC_049811	1868853	
Streptomyces phage VWB	NC_005345	10702	
Mycobacterium phage BTCU-1	NC_021533	1262532	
Mycobacterium phage MA5	NC_054771	2725640	
Mycobacterium phage BabyRay	NC_054772	1897486	
Mycobacterium phage HelDan	NC_042328	2922217	
Mycobacterium phage Phantastic	NC_024148	1486426	
Mycobacterium phage Pistachio	NC_054773	2126722	
Mycobacterium phage Rockstar	NC_042036	1034144	
Mycobacterium phage Veracruz	NC_054770	2530154	
Vibrio phage VHML	NC_004456	207597	
Vibrio phage VP585	NC_027981	631719	
Vibrio phage vB_VpaM_MAR	NC_019722	1229754	
Paracoccus phage Shpa	NC_041868	1647282	
Pseudomonas phage NV1	NC_042107	2079543	
Pseudomonas phage UFV-P2	NC_018850	1235661	
Pantoea phage vB_PagS_Vid5	NC_042120	2099652	
Acinetobacter phage YMC/09/02/B1251	NC_019541	1221835	
Acinetobacter phage YMC11/11/R3177	NC_041866	1628721	
Bacillus phage vB_BtS_BMBtp3	NC_028748	1445809	
Bacillus phage Waukesha92	NC_025424	1510440	
Bacillus phage AP631	NC_073040	2483609	
Bacillus phage F16Ba	NC_073043	2767194	
Bacillus phage J5a	NC_073048	2767195	
Bacillus phage vB_BanS_Booya	NC_073046	2894778	
Bacillus phage Carmel_SA	NC_073042	1983578	
Bacillus phage Fah	NC_007814	345922	
Bacillus Phage vB_BanS_McSteamy	NC_073045	2894779	
Bacillus phage Negev_SA	NC_073044	1983579	
Bacillus phage Tavor_SA	NC_073047	1983581	
Bacillus phage WBeta	NC_007734	2885908	
Bacillus phage z1a	NC_073049	2767196	
Rhodococcus phage Weasels2	NC_041887	1897437	
Rhodococcus phage Whack	NC_048784	2591132	
Lactococcus phage 1358	NC_027120	741942	
Arthrobacter phage Whytu	NC_073599	2713260	
Arthrobacter phage Yavru	NC_073600	2776857	
Rhodococcus phage REQ3	NC_016654	1109714	
Gordonia phage Woes	NC_030905	1838084	
Arthrobacter phage Wollypog	NC_070760	2790985	
Ochrobactrum phage vB_OspP_OH	NC_070933	2712957	
Streptomyces phage TP1604	NC_028818	1636184	
Streptomyces phage YDN12	NC_028974	1636183	
Roseobacter phage RDJL Phi 1	NC_015466	562742	
Roseobacter phage RDJL Phi 2	NC_041958	1682380	
Xanthomonas phage OP1	NC_007709	2994040	
Xanthomonas phage Xop411	NC_009543	2913975	
Xanthomonas phage Xp10	NC_004902	2907956	
Escherichia phage PTXU04	NC_048193	2508206	
Aeromonas phage pAEv1818	NC_070759	2908746	
Mycobacterium phage Yecey3	NC_054783	2656617	
Edwardsiella phage MSW-3	NC_020082	1264700	
Edwardsiella phage PEi21	NC_021342	1325372	
Erwinia phage vB_EamM_Yoloswag	NC_047815	1958956	
Clostridioides phage phiC2	NC_009231	2849703	
Clostridium phage CDMH1	NC_024144	1411095	
Clostridium phage phiMMP01	NC_028883	1582156	
Clostridium phage phiMMP03	NC_028959	1582157	
Gordonia phage Yvonnetastic	NC_031230	1821566	
Staphylococcus virus IME1354_01	NC_070727	3070820	
Paracoccus phage vB_PmaS-R3	NC_026608	2494563	
Streptomyces phage KimJongPhill	NC_070830	2848886	
Streptomyces phage Zuko	NC_070829	2601695	
Sulfolobus filamentous virus 1	NC_048037	2304198	
Sulfolobales Beppu filamentous virus 2	NC_048128	2493123	
Sulfolobus islandicus filamentous virus	NC_003214	176106	
Sulfolobales Beppu filamentous virus 3	NC_048127	2493124	
Stygiolobus rod-shaped virus	NC_025375	537009	
Acidianus rod-shaped virus 3	NC_074632	2730617	
Metallosphaera rod-shaped virus 1	NC_074633	2730618	
Acidianus rod-shaped virus 2	NC_029314	1732175	
Saccharolobus solfataricus rod-shaped virus 1	NC_074634	2730619	
Sulfolobus islandicus rod-shaped virus 2	NC_004086	157899	
Sulfolobus islandicus rod-shaped virus 1	NC_004087	157898	
Acidianus rod-shaped virus 1	NC_009965	309181	
Sulfolobales Beppu rod-shaped virus 1	NC_074635	2493121	
Sulfolobus islandicus rod-shaped virus 10	NC_034625	1983545	
Sulfolobus islandicus rod-shaped virus 9	NC_034620	1983552	
Sulfolobus islandicus rod-shaped virus 8	NC_034623	1983551	
Sulfolobus islandicus rod-shaped virus 11	NC_034624	1983546	
Sulfolobus islandicus rod-shaped phage 6	NC_034627	1983549	
Sulfolobus islandicus rod-shaped virus 5	NC_034621	1983548	
Sulfolobus islandicus rod-shaped virus 4	NC_034628	1983547	
Captovirus AFV1	NC_005830	235266	
Methanophagales virus PBV300	NC_074636	2987731	
Pyrobaculum filamentous virus 1	NC_029548	1805492	
Pyrobaculum filamentous virus 2	NC_074637	2730621	
Thermoproteus tenax virus 1	NC_038931	10479	
Lokiarchaeia virus SkuldV3	NC_076993	2983915	
Sulfolobus turreted icosahedral virus 2	NC_014099	754004	
Sulfolobus turreted icosahedral virus 1	NC_005892	269145	
Methanophagales virus PBV266	NC_074648	3071308	
Methanophagales virus PBV305	NC_074649	3071310	
Methanophagales virus PBV304	NC_074650	3071309	
Vibrio phage 1.008.O._10N.286.54.E5	NC_055064	1881242	
Vibrio phage 1.249.A._10N.261.55.B9	NC_055062	1881268	
Vibrio phage 1.020.O._10N.222.48.A2	NC_055065	1881450	
Vibrio phage 1.044.O._10N.261.51.B8	NC_055063	1881303	
Vibrio phage 1.080.O._10N.286.48.A4	NC_055066	1881315	
Pseudoalteromonas phage Cr39582	NC_042121	2099852	
Pseudoalteromonas phage PM2	NC_000867	2905728	
Paramecium bursaria Chlorella virus NY2A	NC_009898	46021	
Paramecium bursaria Chlorella virus CVA-1	NC_044937	42683	
Paramecium bursaria Chlorella virus FR483	NC_008603	399781	
Acanthocystis turfacea chlorella virus 1	NC_008724	411359	
Paramecium bursaria Chlorella virus IL3A	NC_038550	46019	
Paramecium bursaria Chlorella virus NYs1	NC_043235,NC_043236	83442	
Paramecium bursaria Chlorella virus 1	NC_000852	10506	
Emiliania huxleyi virus 86	NC_007346	181082	
Feldmannia species virus	NC_011183	39420	
Feldmannia irregularis virus a	NC_043242,NC_043243,NC_043244,NC_043245,NC_043246,NC_043247,NC_043248,NC_043249,NC_043250,NC_043251,NC_043252,NC_043253,NC_043254,NC_043255,NC_043256,NC_043257	231992	
Ectocarpus siliculosus virus 1	NC_002687	37665	
Bathycoccus sp. RCC1105 virus BpV1	NC_014765	880159	
Micromonas pusilla virus SP1	NC_043129	373996	
Ostreococcus tauri virus OtV5	NC_010191	1785753	
Chrysochromulina brevifilum virus PW1	NC_043130	352209	
Heterosigma akashiwo virus 01	NC_038553	97195	
Pyramimonas orientalis virus	NC_077077	455367	
Tetraselmis virus 1	NC_075136	2060617	
Cafeteria roenbergensis virus BV-PW1	NC_014637	693272	
Bodo saltans virus	NC_075036	2024608	
Cotonvirus japonicus	NC_079139	2811091	
Megavirus baoshan	NC_075367	2496520	
Megavirus chiliensis	NC_016072	1094892	
Powai lake megavirus	NC_075034	1842663	
Acanthamoeba polyphaga mimivirus	NC_014649,NC_075035	212035	
Moumouvirus australiensis	NC_075368	2109587	
Moumouvirus goulette	NC_075037	1247379	
Acanthamoeba polyphaga moumouvirus	NC_020104	1269028	
Tupanvirus deep ocean	NC_075038	2126984	
Tupanvirus soda lake	NC_075039	2126985	
Aureococcus anophagefferens virus	NC_024697	1474867	
Orpheovirus IHUMI-LCC2	NC_036594	2023057	
Heliothis virescens ascovirus 3e	NC_009233	260797	
Heliothis virescens ascovirus 3f	NC_044938	328614	
Heliothis virescens ascovirus 3g	NC_044939	1246651	
Spodoptera frugiperda ascovirus 1a	NC_008361	113370	
Trichoplusia ni ascovirus 2a	NC_043216,NC_043217	3049523	
Diadromus pulchellus ascovirus 4a	NC_011335	158683	
Lymphocystis disease virus 4	NC_055603	2704413	
lymphocystis disease virus-China	NC_005902	256729	
Lymphocystis disease virus 1	NC_001824	36363	
Scale drop disease virus	NC_027778	1697349	
Infectious spleen and kidney necrosis virus	NC_003494	180170	
Common midwife toad virus	NC_039034	540070	
Singapore grouper iridovirus	NC_006549	262968	
Lumpfish ranavirus	NC_075538	2501771	
Santee-Cooper ranavirus	NC_038508	198068	
Epizootic haematopoietic necrosis virus	NC_028461	100217	
European catfish virus	NC_017940	84739	
Bohle iridovirus	NC_038507	100220	
Frog virus 3	NC_005946	10493	
Ranavirus maximus	NC_030842	1887314	
Invertebrate iridescent virus 3	NC_008187	345201	
Invertebrate iridescent virus 22	NC_021901,NC_023615	345198	
Invertebrate iridescent virus 30	NC_023611	345585	
Invertebrate iridovirus 25	NC_023613	1301280	
Wiseana iridescent virus	NC_015780	68347	
Cherax quadricarinatus iridovirus	NC_040612	2035708	
Shrimp hemocyte iridescent virus	NC_055165	2039780	
Armadillidium vulgare iridescent virus	NC_024451	72201	
Invertebrate iridescent virus 6	NC_003038	176652	
Lausannevirus	NC_015326	999883	
Tunisvirus fontaine2	NC_038511	1421067	
Marseillevirus marseillevirus	NC_013756	694581	
Yaravirus sp. 'brasiliensis'	NC_076895	2739681	
African swine fever virus	NC_001659,NC_044941,NC_044942,NC_044943,NC_044945,NC_044946,NC_044947,NC_044955,NC_044959	10497	
African swine fever virus Benin 97/1	NC_044956	443876	
African swine fever virus E75	NC_044958	686262	
African swine fever virus OURT 88/3	NC_044957	443878	
Canarypox virus	NC_005309	44088	
Fowlpox virus	NC_002188	10261	
Penguinpox virus	NC_024446	648998	
Pigeonpox virus	NC_024447	10264	
Quailpox virus	NC_043178	400570	
Turkeypox virus	NC_028238	336486	
Goatpox virus Pellor	NC_004003	376852	
Lumpy skin disease virus NI-2490	NC_003027	376849	
Sheeppox virus	NC_004002	10266	
Murmansk poxvirus	NC_035468	2025359	
Yokapox virus	NC_015960	1076255	
Deerpox virus W-848-83	NC_006966	305674	
Nile crocodilepox virus	NC_008030	1285600	
Myxoma virus	NC_001132	10273	
Rabbit fibroma virus	NC_001266	10271	
Squirrel fibroma virus	NC_043179	538970	
Western grey kangaroopox virus	NC_055228	1566307	
Eastern grey kangaroopox virus	NC_055229	2042482	
Molluscum contagiosum virus [GN:T40124]		10279	
Molluscum contagiosum virus subtype 1	NC_001731	10280	
Sea otter poxvirus	NC_037656	1416741	
Orthopoxvirus Abatino	NC_055231	2478919	
Camelpox virus	NC_003391	28873	
Cowpox virus [GN:T40359]	NC_003663	10243	
Ectromelia virus	NC_004105	12643	
Monkeypox virus [GN:T40083]	NC_003310,NC_063383	10244	
Raccoonpox virus	NC_027213	10256	
Skunkpox virus	NC_031038	160796	
Taterapox virus	NC_008291	28871	
Horsepox virus	NC_066642	397342	
Variola virus [GN:T40082]	NC_001611	10255	
Volepox virus	NC_031033	28874	
Cotia virus SPAn232	NC_016924	930275	
Bovine papular stomatitis virus	NC_005337	129727	
Orf virus [GN:T40126]	NC_005336	10258	
Pseudocowpox virus	NC_013804	129726	
Parapoxvirus red deer/HL953	NC_025963	1579460	
Seal parapoxvirus	NC_035188	187984	
Pteropox virus	NC_030656	1873698	
Salmon gill poxvirus	NC_027707	1680908	
Squirrelpox virus	NC_022563	240426	
Swinepox virus	NC_003389	10276	
Eptesipox virus	NC_035460	1329402	
Yaba-like disease virus	NC_002642	132475	
Yaba monkey tumor virus	NC_005179	38804	
Adoxophyes honmai entomopoxvirus 'L'	NC_021247	1293540	
Choristoneura biennis entomopoxvirus	NC_021248	10288	
Choristoneura fumiferana entomopoxvirus	NC_043363,NC_043364,NC_043365,NC_043366	28322	
Choristoneura rosaceana entomopoxvirus 'L'	NC_021249	1293539	
Mythimna separata entomopoxvirus 'L'	NC_021246	1293572	
Melanoplus sanguinipes entomopoxvirus	NC_001993	83191	
Diachasmimorpha longicaudata entomopoxvirus	NC_043454,NC_043455,NC_043456,NC_043457,NC_043458,NC_043459,NC_043460,NC_043461,NC_043462,NC_043463,NC_043464,NC_043465,NC_076102	109981	
Tetraselmis viridis virus S1	NC_020869	756285	
Duck adenovirus 2	NC_024486	1520006	
Goose adenovirus 4	NC_017979	1193422	
Pigeon adenovirus 1	NC_024474	764030	
Pigeon adenovirus 2	NC_031503	1907767	
falcon adenovirus 1	NC_043092	2847075	
Fowl aviadenovirus D	NC_000899	190064	
Turkey adenovirus 1	NC_014564	878329	
turkey adenovirus 4	NC_022612	1408257	
turkey adenovirus 5	NC_022613	1408258	
Fowl aviadenovirus 6	NC_038332	172862	
Fowl aviadenovirus E	NC_014969	190065	
Fowl aviadenovirus C	NC_015323,NC_075488	190063	
Southern Psittacara leucophthalmus aviadenovirus	NC_076721	2604330	
Fowl aviadenovirus 5	NC_021221	172861	
Psittacine aviadenovirus B	NC_039032	2169709	
Psittacine adenovirus 1	NC_055528,NC_075452	318592	
Fowl aviadenovirus A	NC_001720	190061	
Psittacine adenovirus 3	NC_025962	1580497	
Bovine atadenovirus D	NC_002685	130499	
Bovine adenovirus 6	NC_020074	111167	
Odocoileus adenovirus 1	NC_035619	78522	
Bearded dragon adenovirus 1	NC_076486	2729647	
Duck atadenovirus A	NC_001813	130328	
Lizard adenovirus 2	NC_024684	874272	
Ovine adenovirus 7	NC_004037	114430	
Snake adenovirus 1	NC_009989	189830	
Possum adenovirus 1	NC_043214,NC_043215	150098	
Sturgeon ichtadenovirus A	NC_043695,NC_043696	691958	
White sturgeon adenovirus 1	NC_075448	2580388	
Human mastadenovirus A [GN:T40337]	NC_001460	129875	
Simian adenovirus 16	NC_028105	1715778	
Bat mastadenovirus	NC_075450	740971	
Human mastadenovirus B [GN:T40100]	NC_011202,NC_011203	108098	
Bovine adenovirus 10	NC_043093	39788	
Bovine adenovirus 3	NC_001876	10510	
Bovine adenovirus 2	NC_002513	114429	
Human mastadenovirus C [GN:T40338]	NC_001405	129951	
Canine mastadenovirus A	NC_001734	10537	
Deer mastadenovirus B	NC_034834	2170000	
Simian adenovirus 18	NC_022266	909210	
Murine adenovirus 3	NC_012584	573199	
Baboon adenovirus 3	NC_021168	1298385	
Simian adenovirus 19	NC_028107	38416	
Bottlenose dolphin adenovirus 1	NC_038333,NC_044960	1714377	
Human adenovirus 54	NC_012959	651580	
Human mastadenovirus D [GN:T40102]	NC_010956	130310	
Murine mastadenovirus A	NC_000942	129956	
Equine adenovirus 1	NC_030792	46916	
Equine adenovirus 2	NC_027705	67603	
Chimpanzee adenovirus Y25	NC_017825	1123958	
Human mastadenovirus E [GN:T40101]	NC_003266	130308	
Human mastadenovirus F [GN:T40339]	NC_001454	130309	
simian adenovirus 55	NC_032105	2848082	
Bat mastadenovirus WIV13	NC_030874	1788435	
Cynomolgus adenovirus 1	NC_034382	507488	
Simian adenovirus 49	NC_015225	995022	
Simian adenovirus 8	NC_028113	413258	
Simian adenovirus 13	NC_028103	38432	
Bat mastadenovirus G	NC_031948	2015376	
Bat mastadenovirus WIV12	NC_030860	1788434	
Murine adenovirus 2	NC_014899	931972	
bat adenovirus 3	NC_016895	2758098	
California sea lion adenovirus 1	NC_024150	943083	
Ovine adenovirus 8	NC_055526	2601527	
Ovine adenovirus 1	NC_043094	389484	
Bat adenovirus 2	NC_015932	696069	
Porcine adenovirus 4	NC_038334	35267	
Porcine adenovirus 5	NC_002702	45370	
Porcine adenovirus 3	NC_044935	35265	
Bat mastadenovirus WIV17	NC_034626	1986505	
Bat mastadenovirus WIV18	NC_035072	1986506	
Simian adenovirus DM-2014	NC_025678	1560346	
Bat mastadenovirus WIV10	NC_029899	1788432	
Bat mastadenovirus WIV11	NC_029902	1788433	
Bat mastadenovirus WIV9	NC_029898	1788436	
simian adenovirus 1	NC_006879	310540	
red squirrel adenovirus 1	NC_035207	2773314	
Simian adenovirus 3	NC_006144	38420	
Simian adenovirus 20	NC_020485	585059	
Titi monkey adenovirus ECC-2011	NC_020487	994672	
Skunk adenovirus PB1	NC_027708	1641642	
Tree shrew adenovirus 1	NC_044936	47680	
Polar bear adenovirus 1	NC_040811	2250215	
Turkey adenovirus 3	NC_001958	41678	
Great tit adenovirus 1	NC_043405	676130	
Frog adenovirus 1	NC_002501	114102	
Raptor adenovirus 1	NC_015455	1520002	
psittacine adenovirus 7	NC_076340	2848040	
Chinstrap penguin adenovirus 2	NC_030116	1434088	
Skua adenovirus 1	NC_016437	1520004	
Psittacine adenovirus 5	NC_076398	2499624	
Red-eared slider adenovirus 1	NC_076126	2749458	
Mayetiola barley midge adintovirus	NC_076112	2609858	
Terrapene box turtle adintovirus	NC_076111	2597808	
Maverick-related virus strain Spezl	NC_015230	1932931	
Sputnik virophage	NC_011132	543939	
Zamilon virus	NC_022990	1411887	
Yellowstone Lake virophage 5	NC_028269	1557033	
Enterobacteria phage PR4	NC_007451	318595	
Enterobacteria phage PRD1	NC_001421	10658	
Bacillus phage AP50	NC_011523	2880538	
Bacillus phage Bam35c	NC_005258	236750	
Bacillus phage GIL16c	NC_006945	307240	
Bacillus phage Wip1	NC_022094	663237	
Bacillus phage Sato	NC_074560	1260286	
Bacillus phage Sole	NC_074561	1260287	
Streptomyces phage Forthebois	NC_055059	2562185	
Streptomyces phage WheeHeim	NC_055060	2500797	
Rhodococcus phage Toil	NC_055061	1975614	
Gluconobacter phage GC1	NC_042083	2047788	
Thermus virus IN93	NC_004462	1714273	
Thermus phage P23-77	NC_013197	2919548	
Natrinema versiforme icosahedral virus 1	NC_074652	2766529	
Haloterrigena jeotgali icosahedral virus 1	NC_074651	2766528	
Saline Natrinema sp. J7-1 virus 1	NC_003158	2847285	
Haloarcula hispanica icosahedral virus 2	NC_016989	1154689	
Haloarcula hispanica virus PH1	NC_020998	1282967	
Haloarcula hispanica SH1 virus	NC_007217	326574	
